 # (omega,eta,kaon) + n(L) -> elastic amplitude
 # cm energy window: srtmin=1.400 GeV; srtmax=1.900 GeV; momentum cutoff=500.000 GeV/c)
 # min energy for S wave pi N scatt.  1.2
 # Delta pi with Delta width is included
 # with delta formfactor
 # Lambda-K^o included in the fit
 # Sigma+ K^+ included in the fit
 # in d33 1 delta chan.
 # uniform scaling energy dependence
 # Constraint in the S31 rhoN -1
 # Constraint in the K crosssec
 # No Suppress of couplings > 100
 # omega m-dep. width included
 # min. exp. errorbar for amplitude set to  0.1
 # min.phasesh.abs.errorbar set to  1.
 # errorbars in s31phase multiplied with  0.5
 # max energy for omega prod.  1.798
 # min energy for omega prod.  1.73
 # max energy for rho prod.  1.8
 # max energy for Lambda K prod.  1.68
 # max energy for Sigma K prod.  1.9

# x: srt [GeV]
# y: amplitude [?]

#  7th best fit with chisq=    946.03
# elastic:                omega+n                       eta+n              K^0+Lambda   
#  srt     Re(T11)   Im(T11)   Re(T13)   Im(T13)   Re(T11)   Im(T11)   Re(T11)   Im(T11)
  1.909 -0.196E+02  0.321E+02 -0.153E+02  0.250E+02 -0.153E+02  0.281E+02 -0.140E+02  0.273E+02
  1.910 -0.195E+02  0.321E+02 -0.152E+02  0.250E+02 -0.153E+02  0.281E+02 -0.140E+02  0.273E+02
  1.911 -0.194E+02  0.321E+02 -0.151E+02  0.250E+02 -0.153E+02  0.281E+02 -0.140E+02  0.273E+02
  1.912 -0.194E+02  0.320E+02 -0.151E+02  0.249E+02 -0.152E+02  0.281E+02 -0.140E+02  0.273E+02
  1.913 -0.193E+02  0.320E+02 -0.150E+02  0.249E+02 -0.152E+02  0.281E+02 -0.140E+02  0.272E+02
  1.914 -0.192E+02  0.319E+02 -0.150E+02  0.249E+02 -0.152E+02  0.281E+02 -0.140E+02  0.272E+02
  1.915 -0.192E+02  0.319E+02 -0.149E+02  0.249E+02 -0.152E+02  0.281E+02 -0.140E+02  0.272E+02
  1.916 -0.191E+02  0.319E+02 -0.148E+02  0.249E+02 -0.152E+02  0.281E+02 -0.139E+02  0.272E+02
  1.917 -0.190E+02  0.318E+02 -0.148E+02  0.248E+02 -0.151E+02  0.281E+02 -0.139E+02  0.272E+02
  1.918 -0.190E+02  0.318E+02 -0.147E+02  0.248E+02 -0.151E+02  0.281E+02 -0.139E+02  0.272E+02
  1.919 -0.189E+02  0.317E+02 -0.146E+02  0.248E+02 -0.151E+02  0.281E+02 -0.139E+02  0.272E+02
  1.920 -0.188E+02  0.317E+02 -0.146E+02  0.248E+02 -0.151E+02  0.281E+02 -0.139E+02  0.271E+02
  1.921 -0.188E+02  0.317E+02 -0.145E+02  0.248E+02 -0.150E+02  0.281E+02 -0.139E+02  0.271E+02
  1.922 -0.187E+02  0.316E+02 -0.144E+02  0.248E+02 -0.150E+02  0.282E+02 -0.138E+02  0.271E+02
  1.923 -0.186E+02  0.316E+02 -0.144E+02  0.247E+02 -0.150E+02  0.282E+02 -0.138E+02  0.271E+02
  1.924 -0.186E+02  0.315E+02 -0.143E+02  0.247E+02 -0.150E+02  0.282E+02 -0.138E+02  0.271E+02
  1.925 -0.185E+02  0.315E+02 -0.143E+02  0.247E+02 -0.149E+02  0.282E+02 -0.138E+02  0.271E+02
  1.926 -0.184E+02  0.315E+02 -0.142E+02  0.247E+02 -0.149E+02  0.282E+02 -0.138E+02  0.270E+02
  1.927 -0.184E+02  0.314E+02 -0.141E+02  0.247E+02 -0.149E+02  0.282E+02 -0.138E+02  0.270E+02
  1.928 -0.183E+02  0.314E+02 -0.141E+02  0.247E+02 -0.149E+02  0.282E+02 -0.138E+02  0.270E+02
  1.929 -0.183E+02  0.314E+02 -0.140E+02  0.246E+02 -0.148E+02  0.282E+02 -0.137E+02  0.270E+02
  1.930 -0.182E+02  0.313E+02 -0.139E+02  0.246E+02 -0.148E+02  0.282E+02 -0.137E+02  0.270E+02
  1.931 -0.181E+02  0.313E+02 -0.139E+02  0.246E+02 -0.148E+02  0.282E+02 -0.137E+02  0.270E+02
  1.932 -0.181E+02  0.312E+02 -0.138E+02  0.246E+02 -0.148E+02  0.282E+02 -0.137E+02  0.270E+02
  1.933 -0.180E+02  0.312E+02 -0.138E+02  0.246E+02 -0.147E+02  0.282E+02 -0.137E+02  0.269E+02
  1.934 -0.179E+02  0.312E+02 -0.137E+02  0.246E+02 -0.147E+02  0.282E+02 -0.137E+02  0.269E+02
  1.935 -0.179E+02  0.311E+02 -0.137E+02  0.245E+02 -0.147E+02  0.282E+02 -0.136E+02  0.269E+02
  1.936 -0.178E+02  0.311E+02 -0.136E+02  0.245E+02 -0.147E+02  0.282E+02 -0.136E+02  0.269E+02
  1.937 -0.178E+02  0.311E+02 -0.135E+02  0.245E+02 -0.146E+02  0.282E+02 -0.136E+02  0.269E+02
  1.938 -0.177E+02  0.310E+02 -0.135E+02  0.245E+02 -0.146E+02  0.282E+02 -0.136E+02  0.269E+02
  1.939 -0.176E+02  0.310E+02 -0.134E+02  0.245E+02 -0.146E+02  0.282E+02 -0.136E+02  0.269E+02
  1.940 -0.176E+02  0.310E+02 -0.134E+02  0.244E+02 -0.146E+02  0.282E+02 -0.136E+02  0.268E+02
  1.941 -0.175E+02  0.309E+02 -0.133E+02  0.244E+02 -0.145E+02  0.282E+02 -0.135E+02  0.268E+02
  1.942 -0.175E+02  0.309E+02 -0.132E+02  0.244E+02 -0.145E+02  0.282E+02 -0.135E+02  0.268E+02
  1.943 -0.174E+02  0.308E+02 -0.132E+02  0.244E+02 -0.145E+02  0.282E+02 -0.135E+02  0.268E+02
  1.944 -0.174E+02  0.308E+02 -0.131E+02  0.244E+02 -0.145E+02  0.282E+02 -0.135E+02  0.268E+02
  1.945 -0.173E+02  0.308E+02 -0.131E+02  0.244E+02 -0.144E+02  0.282E+02 -0.135E+02  0.268E+02
  1.946 -0.172E+02  0.307E+02 -0.130E+02  0.243E+02 -0.144E+02  0.282E+02 -0.135E+02  0.268E+02
  1.947 -0.172E+02  0.307E+02 -0.130E+02  0.243E+02 -0.144E+02  0.282E+02 -0.134E+02  0.268E+02
  1.948 -0.171E+02  0.307E+02 -0.129E+02  0.243E+02 -0.144E+02  0.282E+02 -0.134E+02  0.267E+02
  1.949 -0.171E+02  0.306E+02 -0.129E+02  0.243E+02 -0.143E+02  0.282E+02 -0.134E+02  0.267E+02
  1.950 -0.170E+02  0.306E+02 -0.128E+02  0.243E+02 -0.143E+02  0.282E+02 -0.134E+02  0.267E+02
  1.951 -0.170E+02  0.306E+02 -0.127E+02  0.243E+02 -0.143E+02  0.282E+02 -0.134E+02  0.267E+02
  1.952 -0.169E+02  0.305E+02 -0.127E+02  0.242E+02 -0.143E+02  0.282E+02 -0.134E+02  0.267E+02
  1.953 -0.168E+02  0.305E+02 -0.126E+02  0.242E+02 -0.142E+02  0.282E+02 -0.134E+02  0.267E+02
  1.954 -0.168E+02  0.305E+02 -0.126E+02  0.242E+02 -0.142E+02  0.282E+02 -0.133E+02  0.267E+02
  1.955 -0.167E+02  0.304E+02 -0.125E+02  0.242E+02 -0.142E+02  0.283E+02 -0.133E+02  0.267E+02
  1.956 -0.167E+02  0.304E+02 -0.125E+02  0.242E+02 -0.142E+02  0.283E+02 -0.133E+02  0.266E+02
  1.957 -0.166E+02  0.303E+02 -0.124E+02  0.242E+02 -0.141E+02  0.283E+02 -0.133E+02  0.266E+02
  1.958 -0.166E+02  0.303E+02 -0.124E+02  0.241E+02 -0.141E+02  0.283E+02 -0.133E+02  0.266E+02
  1.959 -0.165E+02  0.303E+02 -0.123E+02  0.241E+02 -0.141E+02  0.283E+02 -0.133E+02  0.266E+02
  1.960 -0.165E+02  0.302E+02 -0.123E+02  0.241E+02 -0.141E+02  0.283E+02 -0.132E+02  0.266E+02
  1.961 -0.164E+02  0.302E+02 -0.122E+02  0.241E+02 -0.140E+02  0.283E+02 -0.132E+02  0.266E+02
  1.962 -0.164E+02  0.302E+02 -0.122E+02  0.241E+02 -0.140E+02  0.283E+02 -0.132E+02  0.266E+02
  1.963 -0.163E+02  0.301E+02 -0.121E+02  0.240E+02 -0.140E+02  0.283E+02 -0.132E+02  0.266E+02
  1.964 -0.163E+02  0.301E+02 -0.121E+02  0.240E+02 -0.140E+02  0.283E+02 -0.132E+02  0.265E+02
  1.965 -0.162E+02  0.301E+02 -0.120E+02  0.240E+02 -0.139E+02  0.283E+02 -0.131E+02  0.265E+02
  1.966 -0.162E+02  0.300E+02 -0.120E+02  0.240E+02 -0.139E+02  0.283E+02 -0.131E+02  0.265E+02
  1.967 -0.161E+02  0.300E+02 -0.119E+02  0.240E+02 -0.139E+02  0.283E+02 -0.131E+02  0.265E+02
  1.968 -0.161E+02  0.300E+02 -0.119E+02  0.240E+02 -0.139E+02  0.283E+02 -0.131E+02  0.265E+02
  1.969 -0.160E+02  0.299E+02 -0.118E+02  0.239E+02 -0.138E+02  0.283E+02 -0.131E+02  0.265E+02
  1.970 -0.160E+02  0.299E+02 -0.118E+02  0.239E+02 -0.138E+02  0.283E+02 -0.131E+02  0.265E+02
  1.971 -0.159E+02  0.299E+02 -0.117E+02  0.239E+02 -0.138E+02  0.283E+02 -0.130E+02  0.265E+02
  1.972 -0.159E+02  0.298E+02 -0.117E+02  0.239E+02 -0.138E+02  0.283E+02 -0.130E+02  0.265E+02
  1.973 -0.158E+02  0.298E+02 -0.116E+02  0.239E+02 -0.137E+02  0.283E+02 -0.130E+02  0.264E+02
  1.974 -0.158E+02  0.298E+02 -0.116E+02  0.239E+02 -0.137E+02  0.283E+02 -0.130E+02  0.264E+02
  1.975 -0.157E+02  0.297E+02 -0.115E+02  0.238E+02 -0.137E+02  0.283E+02 -0.130E+02  0.264E+02
  1.976 -0.157E+02  0.297E+02 -0.115E+02  0.238E+02 -0.137E+02  0.283E+02 -0.130E+02  0.264E+02
  1.977 -0.156E+02  0.297E+02 -0.114E+02  0.238E+02 -0.137E+02  0.283E+02 -0.129E+02  0.264E+02
  1.978 -0.156E+02  0.296E+02 -0.114E+02  0.238E+02 -0.136E+02  0.283E+02 -0.129E+02  0.264E+02
  1.979 -0.155E+02  0.296E+02 -0.113E+02  0.238E+02 -0.136E+02  0.283E+02 -0.129E+02  0.264E+02
  1.980 -0.155E+02  0.296E+02 -0.113E+02  0.238E+02 -0.136E+02  0.283E+02 -0.129E+02  0.264E+02
  1.981 -0.154E+02  0.295E+02 -0.112E+02  0.237E+02 -0.136E+02  0.283E+02 -0.129E+02  0.264E+02
  1.982 -0.154E+02  0.295E+02 -0.112E+02  0.237E+02 -0.135E+02  0.283E+02 -0.129E+02  0.264E+02
  1.983 -0.153E+02  0.295E+02 -0.111E+02  0.237E+02 -0.135E+02  0.283E+02 -0.128E+02  0.263E+02
  1.984 -0.153E+02  0.294E+02 -0.111E+02  0.237E+02 -0.135E+02  0.283E+02 -0.128E+02  0.263E+02
  1.985 -0.152E+02  0.294E+02 -0.110E+02  0.237E+02 -0.135E+02  0.283E+02 -0.128E+02  0.263E+02
  1.986 -0.152E+02  0.294E+02 -0.110E+02  0.237E+02 -0.134E+02  0.283E+02 -0.128E+02  0.263E+02
  1.987 -0.151E+02  0.293E+02 -0.109E+02  0.236E+02 -0.134E+02  0.283E+02 -0.128E+02  0.263E+02
  1.988 -0.151E+02  0.293E+02 -0.109E+02  0.236E+02 -0.134E+02  0.283E+02 -0.128E+02  0.263E+02
  1.989 -0.151E+02  0.293E+02 -0.109E+02  0.236E+02 -0.134E+02  0.283E+02 -0.127E+02  0.263E+02
  1.990 -0.150E+02  0.292E+02 -0.108E+02  0.236E+02 -0.133E+02  0.283E+02 -0.127E+02  0.263E+02
  1.991 -0.150E+02  0.292E+02 -0.108E+02  0.236E+02 -0.133E+02  0.283E+02 -0.127E+02  0.263E+02
  1.992 -0.149E+02  0.292E+02 -0.107E+02  0.236E+02 -0.133E+02  0.283E+02 -0.127E+02  0.263E+02
  1.993 -0.149E+02  0.292E+02 -0.107E+02  0.235E+02 -0.133E+02  0.283E+02 -0.127E+02  0.263E+02
  1.994 -0.148E+02  0.291E+02 -0.106E+02  0.235E+02 -0.132E+02  0.283E+02 -0.126E+02  0.262E+02
  1.995 -0.148E+02  0.291E+02 -0.106E+02  0.235E+02 -0.132E+02  0.283E+02 -0.126E+02  0.262E+02
  1.996 -0.147E+02  0.291E+02 -0.105E+02  0.235E+02 -0.132E+02  0.283E+02 -0.126E+02  0.262E+02
  1.997 -0.147E+02  0.290E+02 -0.105E+02  0.235E+02 -0.132E+02  0.283E+02 -0.126E+02  0.262E+02
  1.998 -0.147E+02  0.290E+02 -0.105E+02  0.235E+02 -0.131E+02  0.283E+02 -0.126E+02  0.262E+02
  1.999 -0.146E+02  0.290E+02 -0.104E+02  0.234E+02 -0.131E+02  0.283E+02 -0.126E+02  0.262E+02
  2.000 -0.146E+02  0.289E+02 -0.104E+02  0.234E+02 -0.131E+02  0.283E+02 -0.125E+02  0.262E+02
  2.001 -0.145E+02  0.289E+02 -0.103E+02  0.234E+02 -0.131E+02  0.283E+02 -0.125E+02  0.262E+02
  2.002 -0.145E+02  0.289E+02 -0.103E+02  0.234E+02 -0.130E+02  0.284E+02 -0.125E+02  0.262E+02
  2.003 -0.144E+02  0.288E+02 -0.102E+02  0.234E+02 -0.130E+02  0.284E+02 -0.125E+02  0.262E+02
  2.004 -0.144E+02  0.288E+02 -0.102E+02  0.234E+02 -0.130E+02  0.284E+02 -0.125E+02  0.261E+02
  2.005 -0.144E+02  0.288E+02 -0.101E+02  0.234E+02 -0.130E+02  0.284E+02 -0.125E+02  0.261E+02
  2.006 -0.143E+02  0.287E+02 -0.101E+02  0.233E+02 -0.129E+02  0.284E+02 -0.124E+02  0.261E+02
  2.007 -0.143E+02  0.287E+02 -0.101E+02  0.233E+02 -0.129E+02  0.284E+02 -0.124E+02  0.261E+02
  2.008 -0.142E+02  0.287E+02 -0.100E+02  0.233E+02 -0.129E+02  0.284E+02 -0.124E+02  0.261E+02
  2.009 -0.142E+02  0.287E+02 -0.998E+01  0.233E+02 -0.129E+02  0.284E+02 -0.124E+02  0.261E+02
  2.010 -0.141E+02  0.286E+02 -0.994E+01  0.233E+02 -0.129E+02  0.284E+02 -0.124E+02  0.261E+02
  2.011 -0.141E+02  0.286E+02 -0.990E+01  0.233E+02 -0.128E+02  0.284E+02 -0.123E+02  0.261E+02
  2.012 -0.141E+02  0.286E+02 -0.986E+01  0.232E+02 -0.128E+02  0.284E+02 -0.123E+02  0.261E+02
  2.013 -0.140E+02  0.285E+02 -0.982E+01  0.232E+02 -0.128E+02  0.284E+02 -0.123E+02  0.261E+02
  2.014 -0.140E+02  0.285E+02 -0.978E+01  0.232E+02 -0.128E+02  0.284E+02 -0.123E+02  0.261E+02
  2.015 -0.139E+02  0.285E+02 -0.973E+01  0.232E+02 -0.127E+02  0.284E+02 -0.123E+02  0.261E+02
  2.016 -0.139E+02  0.284E+02 -0.969E+01  0.232E+02 -0.127E+02  0.284E+02 -0.123E+02  0.260E+02
  2.017 -0.139E+02  0.284E+02 -0.965E+01  0.232E+02 -0.127E+02  0.284E+02 -0.122E+02  0.260E+02
  2.018 -0.138E+02  0.284E+02 -0.961E+01  0.231E+02 -0.127E+02  0.284E+02 -0.122E+02  0.260E+02
  2.019 -0.138E+02  0.284E+02 -0.957E+01  0.231E+02 -0.126E+02  0.284E+02 -0.122E+02  0.260E+02
  2.020 -0.137E+02  0.283E+02 -0.953E+01  0.231E+02 -0.126E+02  0.284E+02 -0.122E+02  0.260E+02
  2.021 -0.137E+02  0.283E+02 -0.949E+01  0.231E+02 -0.126E+02  0.284E+02 -0.122E+02  0.260E+02
  2.022 -0.137E+02  0.283E+02 -0.945E+01  0.231E+02 -0.126E+02  0.284E+02 -0.121E+02  0.260E+02
  2.023 -0.136E+02  0.282E+02 -0.942E+01  0.231E+02 -0.125E+02  0.284E+02 -0.121E+02  0.260E+02
  2.024 -0.136E+02  0.282E+02 -0.938E+01  0.231E+02 -0.125E+02  0.284E+02 -0.121E+02  0.260E+02
  2.025 -0.135E+02  0.282E+02 -0.934E+01  0.230E+02 -0.125E+02  0.284E+02 -0.121E+02  0.260E+02
  2.026 -0.135E+02  0.282E+02 -0.930E+01  0.230E+02 -0.125E+02  0.284E+02 -0.121E+02  0.260E+02
  2.027 -0.135E+02  0.281E+02 -0.926E+01  0.230E+02 -0.124E+02  0.284E+02 -0.121E+02  0.260E+02
  2.028 -0.134E+02  0.281E+02 -0.922E+01  0.230E+02 -0.124E+02  0.284E+02 -0.120E+02  0.259E+02
  2.029 -0.134E+02  0.281E+02 -0.918E+01  0.230E+02 -0.124E+02  0.284E+02 -0.120E+02  0.259E+02
  2.030 -0.134E+02  0.280E+02 -0.915E+01  0.230E+02 -0.124E+02  0.284E+02 -0.120E+02  0.259E+02
  2.031 -0.133E+02  0.280E+02 -0.911E+01  0.229E+02 -0.123E+02  0.284E+02 -0.120E+02  0.259E+02
  2.032 -0.133E+02  0.280E+02 -0.907E+01  0.229E+02 -0.123E+02  0.284E+02 -0.120E+02  0.259E+02
  2.033 -0.132E+02  0.279E+02 -0.903E+01  0.229E+02 -0.123E+02  0.284E+02 -0.120E+02  0.259E+02
  2.034 -0.132E+02  0.279E+02 -0.899E+01  0.229E+02 -0.123E+02  0.284E+02 -0.119E+02  0.259E+02
  2.035 -0.132E+02  0.279E+02 -0.896E+01  0.229E+02 -0.123E+02  0.284E+02 -0.119E+02  0.259E+02
  2.036 -0.131E+02  0.279E+02 -0.892E+01  0.229E+02 -0.122E+02  0.284E+02 -0.119E+02  0.259E+02
  2.037 -0.131E+02  0.278E+02 -0.888E+01  0.229E+02 -0.122E+02  0.284E+02 -0.119E+02  0.259E+02
  2.038 -0.131E+02  0.278E+02 -0.885E+01  0.228E+02 -0.122E+02  0.284E+02 -0.119E+02  0.259E+02
  2.039 -0.130E+02  0.278E+02 -0.881E+01  0.228E+02 -0.122E+02  0.284E+02 -0.118E+02  0.259E+02
  2.040 -0.130E+02  0.278E+02 -0.877E+01  0.228E+02 -0.121E+02  0.284E+02 -0.118E+02  0.259E+02
  2.041 -0.130E+02  0.277E+02 -0.874E+01  0.228E+02 -0.121E+02  0.284E+02 -0.118E+02  0.258E+02
  2.042 -0.129E+02  0.277E+02 -0.870E+01  0.228E+02 -0.121E+02  0.284E+02 -0.118E+02  0.258E+02
  2.043 -0.129E+02  0.277E+02 -0.867E+01  0.228E+02 -0.121E+02  0.284E+02 -0.118E+02  0.258E+02
  2.044 -0.128E+02  0.276E+02 -0.863E+01  0.228E+02 -0.120E+02  0.284E+02 -0.118E+02  0.258E+02
  2.045 -0.128E+02  0.276E+02 -0.859E+01  0.227E+02 -0.120E+02  0.284E+02 -0.117E+02  0.258E+02
  2.046 -0.128E+02  0.276E+02 -0.856E+01  0.227E+02 -0.120E+02  0.284E+02 -0.117E+02  0.258E+02
  2.047 -0.127E+02  0.276E+02 -0.852E+01  0.227E+02 -0.120E+02  0.284E+02 -0.117E+02  0.258E+02
  2.048 -0.127E+02  0.275E+02 -0.849E+01  0.227E+02 -0.119E+02  0.284E+02 -0.117E+02  0.258E+02
  2.049 -0.127E+02  0.275E+02 -0.845E+01  0.227E+02 -0.119E+02  0.284E+02 -0.117E+02  0.258E+02
  2.050 -0.126E+02  0.275E+02 -0.842E+01  0.227E+02 -0.119E+02  0.284E+02 -0.116E+02  0.258E+02
  2.051 -0.126E+02  0.274E+02 -0.838E+01  0.227E+02 -0.119E+02  0.284E+02 -0.116E+02  0.258E+02
  2.052 -0.126E+02  0.274E+02 -0.835E+01  0.226E+02 -0.119E+02  0.284E+02 -0.116E+02  0.258E+02
  2.053 -0.125E+02  0.274E+02 -0.831E+01  0.226E+02 -0.118E+02  0.284E+02 -0.116E+02  0.258E+02
  2.054 -0.125E+02  0.274E+02 -0.828E+01  0.226E+02 -0.118E+02  0.284E+02 -0.116E+02  0.258E+02
  2.055 -0.125E+02  0.273E+02 -0.825E+01  0.226E+02 -0.118E+02  0.284E+02 -0.116E+02  0.257E+02
  2.056 -0.124E+02  0.273E+02 -0.821E+01  0.226E+02 -0.118E+02  0.284E+02 -0.115E+02  0.257E+02
  2.057 -0.124E+02  0.273E+02 -0.818E+01  0.226E+02 -0.117E+02  0.284E+02 -0.115E+02  0.257E+02
  2.058 -0.124E+02  0.273E+02 -0.814E+01  0.226E+02 -0.117E+02  0.284E+02 -0.115E+02  0.257E+02
  2.059 -0.123E+02  0.272E+02 -0.811E+01  0.225E+02 -0.117E+02  0.284E+02 -0.115E+02  0.257E+02
  2.060 -0.123E+02  0.272E+02 -0.808E+01  0.225E+02 -0.117E+02  0.284E+02 -0.115E+02  0.257E+02
  2.061 -0.123E+02  0.272E+02 -0.804E+01  0.225E+02 -0.116E+02  0.284E+02 -0.114E+02  0.257E+02
  2.062 -0.122E+02  0.271E+02 -0.801E+01  0.225E+02 -0.116E+02  0.284E+02 -0.114E+02  0.257E+02
  2.063 -0.122E+02  0.271E+02 -0.798E+01  0.225E+02 -0.116E+02  0.284E+02 -0.114E+02  0.257E+02
  2.064 -0.122E+02  0.271E+02 -0.795E+01  0.225E+02 -0.116E+02  0.284E+02 -0.114E+02  0.257E+02
  2.065 -0.121E+02  0.271E+02 -0.791E+01  0.225E+02 -0.116E+02  0.284E+02 -0.114E+02  0.257E+02
  2.066 -0.121E+02  0.270E+02 -0.788E+01  0.224E+02 -0.115E+02  0.284E+02 -0.114E+02  0.257E+02
  2.067 -0.121E+02  0.270E+02 -0.785E+01  0.224E+02 -0.115E+02  0.284E+02 -0.113E+02  0.257E+02
  2.068 -0.120E+02  0.270E+02 -0.782E+01  0.224E+02 -0.115E+02  0.284E+02 -0.113E+02  0.257E+02
  2.069 -0.120E+02  0.270E+02 -0.778E+01  0.224E+02 -0.115E+02  0.284E+02 -0.113E+02  0.257E+02
  2.070 -0.120E+02  0.269E+02 -0.775E+01  0.224E+02 -0.114E+02  0.284E+02 -0.113E+02  0.256E+02
  2.071 -0.119E+02  0.269E+02 -0.772E+01  0.224E+02 -0.114E+02  0.284E+02 -0.113E+02  0.256E+02
  2.072 -0.119E+02  0.269E+02 -0.769E+01  0.224E+02 -0.114E+02  0.284E+02 -0.112E+02  0.256E+02
  2.073 -0.119E+02  0.269E+02 -0.766E+01  0.223E+02 -0.114E+02  0.284E+02 -0.112E+02  0.256E+02
  2.074 -0.118E+02  0.268E+02 -0.763E+01  0.223E+02 -0.113E+02  0.284E+02 -0.112E+02  0.256E+02
  2.075 -0.118E+02  0.268E+02 -0.759E+01  0.223E+02 -0.113E+02  0.284E+02 -0.112E+02  0.256E+02
  2.076 -0.118E+02  0.268E+02 -0.756E+01  0.223E+02 -0.113E+02  0.284E+02 -0.112E+02  0.256E+02
  2.077 -0.117E+02  0.267E+02 -0.753E+01  0.223E+02 -0.113E+02  0.284E+02 -0.112E+02  0.256E+02
  2.078 -0.117E+02  0.267E+02 -0.750E+01  0.223E+02 -0.112E+02  0.284E+02 -0.111E+02  0.256E+02
